Ac	3	O	-2	2.24	0.37		
Ac	3	O	-2	2.29	0.35		
Ac	3	F	-1	2.13	0.37		
Ac	3	F	-1	2.1	0.4		
Ac	3	Cl	-1	2.63	0.37		
Ac	3	Cl	-1	2.6	0.4		
Ac	3	Br	-1	2.75	0.4		
Ag	1	O	-2	1.842	0.37		
Ag	1	O	-2	1.875	0.359		
Ag	1	O	-2	1.805	0.37		
Ag	1	S	-2	2.119	0.37		
Ag	1	F	-1	1.8	0.37		
Ag	1	Cl	-1	2.09	0.37	
Ag	1	I	-1	2.34	0.37	
Ag	1	Br	-1	2.2056	0.3690	
Ag	1	Se	-2	2.1861	0.37
Ag	2	F	-1	1.79	0.37		
Ag	3	F	-1	1.83	0.37		
Ag	9	Br	-1	2.22	0.37		
Ag	9	I	-1	2.38	0.37		
Ag	9	Se	-2	2.26	0.37		
Ag	9	Te	-2	2.51	0.37		
Ag	9	N	-3	1.85	0.37		
Ag	9	P	-3	2.22	0.37		
Ag	9	As	-3	2.3	0.37		
Ag	9	H	-1	1.5	0.37		
Al	3	O	-2	1.651	0.37		
Al	3	O	-2	1.634	0.39		
Al	3	O	-2	1.644	0.38		
Al	3	S	-2	2.21	0.37		
Al	3	S	-2	2.13	0.37		
Al	3	Se	-2	2.27	0.37		
Al	3	Te	-2	2.48	0.37		
Al	3	F	-1	1.545	0.37		
Al	3	Cl	-1	2.032	0.37		
Al	3	Br	-1	2.2	0.37		
Al	3	I	-1	2.41	0.37		
Al	3	N	-3	1.79	0.37		
Al	3	P	-3	2.24	0.37		
Al	3	As	-3	2.3	0.37		
Al	3	H	-1	1.45	0.37		
Am	3	O	-2	2.11	0.37		
Am	3	O	-2	2.068	0.392		
Am	3	O	-2	2.13	0.35		
Am	3	F	-1	2	0.37		
Am	3	F	-1	1.98	0.4		
Am	3	Cl	-1	2.48	0.37		
Am	3	Cl	-1	2.45	0.4		
Am	3	Br	-1	2.59	0.4		
Am	4	O	-2	2.08	0.37		
Am	4	O	-2	2.12	0.37		
Am	4	F	-1	1.96	0.4		
Am	5	O	-2	2.07	0.35		
Am	5	F	-1	1.95	0.4		
Am	6	O	-2	2.05	0.35		
Am	6	F	-1	1.95	0.4		
Am	5	O	-2	2.12	0.37		
As	2	S	-2	2.24	0.37		
As	2	Se	-2	2.38	0.37		
As	3	O	-2	1.74	0.5		
As	3	O	-2	1.775	0.423		
As	3	O	-2	1.789	0.37		
As	3	S	-2	2.272	0.37		
As	3	Se	-2	2.4	0.37		
As	3	Te	-2	2.65	0.37		
As	3	F	-1	1.7	0.37		
As	3	Cl	-1	2.16	0.37		
As	3	Br	-1	2.35	0.37		
As	3	I	-1	2.58	0.37		
As	3	C	-4	1.93	0.37		
As	5	O	-2	1.767	0.37		
As	5	O	-2	1.765	0.352		
As	5	S	-2	2.28	0.37		
As	5	F	-1	1.62	0.37		
As	5	Cl	-2	2.14	0.37		
Au	1	Cl	-1	2.02	0.37		
Au	1	I	-1	2.35	0.37		
Au	3	O	-2	1.89	0.37		
Au	3	O	-2	1.833	0.37		
Au	3	O	-2	1.89	0.375		
Au	3	S	-2	2.39	0.35		
Au	3	F	-1	1.89	0.37		
Au	3	F	-1	1.81	0.37		
Au	3	Cl	-1	2.17	0.37		
Au	3	Br	-1	2.32	0.37		
Au	3	I	-1	2.54	0.37		
Au	3	N	-3	1.94	0.35		
Au	5	F	-1	1.8	0.37		
Au	9	S	-2	2.03	0.37		
Au	9	Se	-2	2.18	0.37		
Au	9	Te	-2	2.41	0.37		
Au	9	Br	-1	2.12	0.37		
Au	9	I	-1	2.34	0.37		
Au	9	N	-3	1.72	0.37		
Au	9	P	-3	2.14	0.37		
Au	9	As	-3	2.22	0.37		
Au	9	H	-1	1.37	0.37		
B	3	O	-2	1.371	0.37		
B	3	O	-2	1.372	0.357		
B	3	O	-2	1.364	0.37		
B	3	S	-2	1.815	0.37		
B	3	S	-2	1.82	0.37		
B	3	Se	-2	1.95	0.37		
B	3	Te	-2	2.2	0.37		
B	3	F	-1	1.281	0.37		
B	3	F	-1	1.289	0.37		
B	3	F	-1	1.31	0.37		
B	3	Cl	-1	1.74	0.37		
B	3	Br	-1	1.88	0.37		
B	3	I	-1	2.1	0.37		
B	3	N	-3	1.482	0.37		
B	3	N	-3	1.47	0.37		
B	3	P	-3	1.92	0.37		
B	3	P	-3	1.88	0.37		
B	3	As	-3	1.97	0.37		
B	3	H	-1	1.14	0.37		
B	3	C	-4	1.569	0.28		
B	3	B	3	1.402	0.37		
Ba	2	O	-2	2.285	0.37		
Ba	2	O	-2	2.223	0.406		
Ba	2	S	-2	2.769	0.37		
Ba	2	Se	-2	2.88	0.37		
Ba	2	Te	-2	3.08	0.37		
Ba	2	F	-1	2.188	0.37		
Ba	2	Cl	-1	2.69	0.37		
Ba	2	Br	-1	2.88	0.37		
Ba	2	I	-1	3.13	0.37		
Ba	2	N	-3	2.47	0.37		
Ba	2	P	-3	2.88	0.37		
Ba	2	As	-3	2.96	0.37		
Ba	2	H	-1	2.22	0.37		
Be	2	O	-2	1.381	0.37		
Be	2	O	-2	1.429	0.297		
Be	2	S	-2	1.83	0.37		
Be	2	Se	-2	1.97	0.37		
Be	2	Te	-2	2.21	0.37		
Be	2	F	-1	1.281	0.37		
Be	2	Cl	-1	1.76	0.37		
Be	2	Br	-1	1.9	0.37		
Be	2	I	-1	2.1	0.37		
Be	2	N	-3	1.5	0.37		
Be	2	P	-3	1.95	0.37		
Be	2	As	-3	2	0.37		
Be	2	H	-1	1.11	0.37		
Bi	3	O	-2	1.99	0.48		
Bi	3	O	-2	2.068	0.389		
Bi	3	O	-2	2.094	0.37		
Bi	3	S	-2	2.57	0.37		
Bi	3	Se	-2	2.7	0.35		
Bi	3	F	-1	1.99	0.37		
Bi	3	Cl	-1	2.48	0.37		
Bi	3	Cl	-1	2.4	0.37		
Bi	3	Br	-1	2.597	0.37		
Bi	3	Br	-1	2.567	0.421		
Bi	3	I	-1	2.82	0.37		
Bi	3	N	-3	2.02	0.35		
Bi	5	O	-2	2.06	0.37		
Bi	5	O	-2	2.05	0.318		
Bi	5	F	-1	1.97	0.37		
Bi	5	Cl	-1	2.44	0.37		
Bi	9	Br	-1	2.62	0.37		
Bi	9	I	-1	2.84	0.37		
Bi	9	S	-2	2.55	0.37		
Bi	9	Se	-2	2.72	0.37		
Bi	9	Te	-2	2.87	0.37		
Bi	9	N	-3	2.24	0.37		
Bi	9	P	-3	2.63	0.37		
Bi	9	As	-3	2.72	0.37		
Bi	9	H	-1	1.97	0.37		
Bk	3	O	-2	2.08	0.37		
Bk	3	O	-2	2.1	0.35		
Bk	3	F	-1	1.96	0.37		
Bk	3	F	-1	1.95	0.4		
Bk	3	Cl	-1	2.35	0.37		
Bk	3	Cl	-1	2.46	0.37		
Bk	3	Cl	-1	2.42	0.4		
Bk	3	Br	-1	2.56	0.4		
